volume_curve_id,timestamp_start,next_timestamp,missing_entries
1e7a4b7f-67ca-5cfc-a43d-c28058e94664,2024-09-26 03:30:00,2024-09-26 04:00:00,1
1e7a4b7f-67ca-5cfc-a43d-c28058e94664,2024-09-26 01:45:00,2024-09-26 02:15:00,1
06741c57-d5d8-5981-a0da-099541464c6a,2024-09-26 01:15:00,2024-09-26 01:45:00,1
1e7a4b7f-67ca-5cfc-a43d-c28058e94664,2024-09-26 00:15:00,2024-09-26 00:45:00,1
1e7a4b7f-67ca-5cfc-a43d-c28058e94664,2024-09-25 01:45:00,2024-09-25 02:15:00,1
06741c57-d5d8-5981-a0da-099541464c6a,2024-09-25 01:00:00,2024-09-25 01:30:00,1
6829ee6b-19e8-5190-8bd9-906b921f50b9,2024-09-24 23:45:00,2024-09-25 00:15:00,1
6829ee6b-19e8-5190-8bd9-906b921f50b9,2024-09-24 23:15:00,2024-09-24 23:45:00,1
06741c57-d5d8-5981-a0da-099541464c6a,2024-09-24 01:00:00,2024-09-24 02:00:00,3
0e41785b-860b-5b56-ac88-a2afc5c22f37,2024-09-22 11:00:00,2024-09-22 12:15:00,4
1e7a4b7f-67ca-5cfc-a43d-c28058e94664,2024-09-22 03:15:00,2024-09-22 03:45:00,1
1e7a4b7f-67ca-5cfc-a43d-c28058e94664,2024-09-22 01:30:00,2024-09-22 02:00:00,1
1e7a4b7f-67ca-5cfc-a43d-c28058e94664,2024-09-21 22:45:00,2024-09-21 23:15:00,1
b0367685-29bb-550c-b16c-bd4b07cf5d36,2024-09-21 17:45:00,2024-09-23 22:00:00,208
0e41785b-860b-5b56-ac88-a2afc5c22f37,2024-09-21 09:45:00,2024-09-21 12:15:00,9
0e41785b-860b-5b56-ac88-a2afc5c22f37,2024-09-21 09:00:00,2024-09-21 09:30:00,1
06741c57-d5d8-5981-a0da-099541464c6a,2024-09-21 01:45:00,2024-09-21 02:15:00,1
06741c57-d5d8-5981-a0da-099541464c6a,2024-09-21 01:15:00,2024-09-21 01:45:00,1
1e7a4b7f-67ca-5cfc-a43d-c28058e94664,2024-09-21 00:00:00,2024-09-21 00:30:00,1
1e7a4b7f-67ca-5cfc-a43d-c28058e94664,2024-09-20 01:00:00,2024-09-20 01:30:00,1
06741c57-d5d8-5981-a0da-099541464c6a,2024-09-19 23:15:00,2024-09-20 00:15:00,3
1e7a4b7f-67ca-5cfc-a43d-c28058e94664,2024-09-19 01:15:00,2024-09-19 01:45:00,1
1e7a4b7f-67ca-5cfc-a43d-c28058e94664,2024-09-18 23:45:00,2024-09-19 00:15:00,1
1e7a4b7f-67ca-5cfc-a43d-c28058e94664,2024-09-18 00:45:00,2024-09-18 01:30:00,2
1e7a4b7f-67ca-5cfc-a43d-c28058e94664,2024-09-17 23:15:00,2024-09-17 23:45:00,1
06741c57-d5d8-5981-a0da-099541464c6a,2024-09-17 00:45:00,2024-09-17 01:15:00,1
06741c57-d5d8-5981-a0da-099541464c6a,2024-09-16 02:30:00,2024-09-16 03:00:00,1
06741c57-d5d8-5981-a0da-099541464c6a,2024-09-16 00:00:00,2024-09-16 01:15:00,4
06741c57-d5d8-5981-a0da-099541464c6a,2024-09-15 22:00:00,2024-09-15 22:30:00,1
11f09ca7-6316-51c7-af09-29c8c6063102,2024-07-21 17:45:00,2024-07-31 22:00:00,976
42cbb7c0-5718-59ec-95b4-896c7aec2ee9,2024-07-21 17:45:00,2024-07-31 22:00:00,976
b0367685-29bb-550c-b16c-bd4b07cf5d36,2024-07-21 17:45:00,2024-07-31 22:00:00,976
05862848-cbfd-584b-974a-5ea25bc2e667,2024-07-11 07:45:00,2024-07-31 22:00:00,1976
cda9ad0c-1ddb-5727-9ab0-57f674ce5f6f,2024-07-10 21:45:00,2024-07-31 22:00:00,2016
0e41785b-860b-5b56-ac88-a2afc5c22f37,2024-07-07 03:45:00,2024-07-31 22:00:00,2376
f38bd325-485b-584a-9a92-e4fe60c8e42c,2024-07-06 02:45:00,2024-07-31 22:00:00,2476
a6e45c5f-1353-50f0-a5aa-9db389bff1b1,2024-07-06 02:45:00,2024-07-31 22:00:00,2476
eb2464dc-5197-5198-b22c-1d9a4cc88907,2024-07-06 02:45:00,2024-07-31 22:00:00,2476
a2544e5d-c911-5b5c-a072-a1ff7ef6f7e2,2024-07-06 02:45:00,2024-07-31 22:00:00,2476
24b62e3e-2748-560d-8dbc-e4c50d9fd886,2024-07-06 02:45:00,2024-07-31 22:00:00,2476
be76435b-271c-577f-b917-4e82fe82cd35,2024-07-06 02:45:00,2024-07-31 22:00:00,2476
1574009d-847f-53df-9dbb-87a2f6ea272d,2024-07-06 02:45:00,2024-07-31 22:00:00,2476
34ba005c-4e3e-5b0d-b5b4-da6947936d50,2024-07-06 02:45:00,2024-07-31 22:00:00,2476
8c660a67-f6c2-5d8c-b0a5-639cd41d6a08,2024-07-06 02:45:00,2024-07-31 22:00:00,2476
2c466752-7abc-570b-9bad-5f66353b93db,2024-07-06 02:45:00,2024-07-31 22:00:00,2476
6bf32149-16ce-55b8-add6-6ff93fea4bc1,2024-07-06 02:45:00,2024-07-31 22:00:00,2476
6829ee6b-19e8-5190-8bd9-906b921f50b9,2024-07-06 02:45:00,2024-07-31 22:00:00,2476
f10d6ddc-9435-54ea-b1ce-4ca63eb7865e,2024-07-06 02:45:00,2024-07-31 22:00:00,2476
cc150895-3e3a-5144-8992-5963e6e64250,2024-07-06 02:45:00,2024-07-31 22:00:00,2476
c9c5ca2f-bf9b-5a2e-b669-6bd3866d0ddd,2024-07-05 01:45:00,2024-07-31 22:00:00,2576
06741c57-d5d8-5981-a0da-099541464c6a,2024-07-05 01:45:00,2024-07-31 22:00:00,2576
e3e13460-0c7c-538f-ad89-dc061244bb78,2024-06-30 21:45:00,2024-07-31 22:00:00,2976
1e7a4b7f-67ca-5cfc-a43d-c28058e94664,2024-06-30 21:45:00,2024-07-31 22:00:00,2976
58d16286-cc86-5563-8ed1-95434c2a30c1,2024-06-30 21:45:00,2024-07-31 22:00:00,2976
170d55cc-4bcd-5e2f-b807-be4f33a0f4b1,2024-06-30 21:45:00,2024-07-31 22:00:00,2976
42cbb7c0-5718-59ec-95b4-896c7aec2ee9,2024-06-21 17:45:00,2024-06-30 22:00:00,880
b0367685-29bb-550c-b16c-bd4b07cf5d36,2024-06-01 21:45:00,2024-06-30 22:00:00,2784
11f09ca7-6316-51c7-af09-29c8c6063102,2024-06-01 21:45:00,2024-06-30 22:00:00,2784
58d16286-cc86-5563-8ed1-95434c2a30c1,2024-05-16 21:45:00,2024-06-29 22:00:00,4224
e3e13460-0c7c-538f-ad89-dc061244bb78,2024-05-16 21:45:00,2024-06-29 22:00:00,4224
170d55cc-4bcd-5e2f-b807-be4f33a0f4b1,2024-05-15 21:45:00,2024-06-28 22:00:00,4224
1e7a4b7f-67ca-5cfc-a43d-c28058e94664,2024-05-15 21:45:00,2024-06-29 22:00:00,4320
58d16286-cc86-5563-8ed1-95434c2a30c1,2024-05-14 21:45:00,2024-05-15 22:00:00,96
e3e13460-0c7c-538f-ad89-dc061244bb78,2024-05-14 21:45:00,2024-05-15 22:00:00,96
58d16286-cc86-5563-8ed1-95434c2a30c1,2024-05-10 21:45:00,2024-05-13 22:00:00,288
e3e13460-0c7c-538f-ad89-dc061244bb78,2024-05-10 21:45:00,2024-05-13 22:00:00,288
e3e13460-0c7c-538f-ad89-dc061244bb78,2024-05-08 21:45:00,2024-05-09 22:00:00,96
1e7a4b7f-67ca-5cfc-a43d-c28058e94664,2024-05-07 21:45:00,2024-05-14 22:00:00,672
58d16286-cc86-5563-8ed1-95434c2a30c1,2024-05-06 21:45:00,2024-05-09 22:00:00,288
1e7a4b7f-67ca-5cfc-a43d-c28058e94664,2024-05-03 21:45:00,2024-05-06 22:00:00,288
e3e13460-0c7c-538f-ad89-dc061244bb78,2024-05-03 21:45:00,2024-05-07 22:00:00,384
170d55cc-4bcd-5e2f-b807-be4f33a0f4b1,2024-05-03 21:45:00,2024-05-14 22:00:00,1056
58d16286-cc86-5563-8ed1-95434c2a30c1,2024-05-02 21:45:00,2024-05-05 22:00:00,288
1e7a4b7f-67ca-5cfc-a43d-c28058e94664,2024-05-01 21:45:00,2024-05-02 22:00:00,96
170d55cc-4bcd-5e2f-b807-be4f33a0f4b1,2024-04-29 21:45:00,2024-05-02 22:00:00,288
1e7a4b7f-67ca-5cfc-a43d-c28058e94664,2024-04-27 21:45:00,2024-04-30 22:00:00,288
58d16286-cc86-5563-8ed1-95434c2a30c1,2024-04-24 21:45:00,2024-05-01 22:00:00,672
170d55cc-4bcd-5e2f-b807-be4f33a0f4b1,2024-04-23 21:45:00,2024-04-28 22:00:00,480
e3e13460-0c7c-538f-ad89-dc061244bb78,2024-04-22 21:45:00,2024-05-02 22:00:00,960
1e7a4b7f-67ca-5cfc-a43d-c28058e94664,2024-04-22 21:45:00,2024-04-25 22:00:00,288
58d16286-cc86-5563-8ed1-95434c2a30c1,2024-04-21 21:45:00,2024-04-23 22:00:00,192
b0367685-29bb-550c-b16c-bd4b07cf5d36,2024-04-21 17:45:00,2024-06-01 04:00:00,3880
1e7a4b7f-67ca-5cfc-a43d-c28058e94664,2024-04-20 21:45:00,2024-04-21 22:00:00,96
170d55cc-4bcd-5e2f-b807-be4f33a0f4b1,2024-04-20 21:45:00,2024-04-22 22:00:00,192
58d16286-cc86-5563-8ed1-95434c2a30c1,2024-04-16 21:45:00,2024-04-20 22:00:00,384
1e7a4b7f-67ca-5cfc-a43d-c28058e94664,2024-04-16 21:45:00,2024-04-17 22:00:00,96
e3e13460-0c7c-538f-ad89-dc061244bb78,2024-04-15 21:45:00,2024-04-21 22:00:00,576
170d55cc-4bcd-5e2f-b807-be4f33a0f4b1,2024-04-15 21:45:00,2024-04-19 22:00:00,384
170d55cc-4bcd-5e2f-b807-be4f33a0f4b1,2024-04-13 21:45:00,2024-04-14 22:00:00,96
1e7a4b7f-67ca-5cfc-a43d-c28058e94664,2024-04-12 21:45:00,2024-04-15 22:00:00,288
11f09ca7-6316-51c7-af09-29c8c6063102,2024-04-11 07:45:00,2024-05-21 18:00:00,3880
170d55cc-4bcd-5e2f-b807-be4f33a0f4b1,2024-04-10 21:45:00,2024-04-12 22:00:00,192
58d16286-cc86-5563-8ed1-95434c2a30c1,2024-04-09 21:45:00,2024-04-14 22:00:00,480
1e7a4b7f-67ca-5cfc-a43d-c28058e94664,2024-04-08 21:45:00,2024-04-11 22:00:00,288
e3e13460-0c7c-538f-ad89-dc061244bb78,2024-04-08 21:45:00,2024-04-14 22:00:00,576
170d55cc-4bcd-5e2f-b807-be4f33a0f4b1,2024-04-07 21:45:00,2024-04-09 22:00:00,192
58d16286-cc86-5563-8ed1-95434c2a30c1,2024-04-07 21:45:00,2024-04-08 22:00:00,96
1e7a4b7f-67ca-5cfc-a43d-c28058e94664,2024-04-05 21:45:00,2024-04-07 22:00:00,192
e3e13460-0c7c-538f-ad89-dc061244bb78,2024-04-05 21:45:00,2024-04-07 22:00:00,192
58d16286-cc86-5563-8ed1-95434c2a30c1,2024-04-05 21:45:00,2024-04-06 22:00:00,96
42cbb7c0-5718-59ec-95b4-896c7aec2ee9,2024-04-01 21:45:00,2024-05-31 22:00:00,5760
58d16286-cc86-5563-8ed1-95434c2a30c1,2024-04-01 21:45:00,2024-04-04 22:00:00,288
1e7a4b7f-67ca-5cfc-a43d-c28058e94664,2024-03-31 21:45:00,2024-04-04 22:00:00,384
e3e13460-0c7c-538f-ad89-dc061244bb78,2024-03-31 21:45:00,2024-04-04 22:00:00,384
58d16286-cc86-5563-8ed1-95434c2a30c1,2024-03-30 22:45:00,2024-03-31 22:00:00,92
1e7a4b7f-67ca-5cfc-a43d-c28058e94664,2024-03-30 21:45:00,2024-03-30 23:00:00,4
170d55cc-4bcd-5e2f-b807-be4f33a0f4b1,2024-03-28 22:45:00,2024-04-05 22:00:00,764
1e7a4b7f-67ca-5cfc-a43d-c28058e94664,2024-03-27 22:45:00,2024-03-29 23:00:00,192
58d16286-cc86-5563-8ed1-95434c2a30c1,2024-03-25 22:45:00,2024-03-29 23:00:00,384
170d55cc-4bcd-5e2f-b807-be4f33a0f4b1,2024-03-25 22:45:00,2024-03-27 23:00:00,192
58d16286-cc86-5563-8ed1-95434c2a30c1,2024-03-22 22:45:00,2024-03-23 23:00:00,96
1e7a4b7f-67ca-5cfc-a43d-c28058e94664,2024-03-21 22:45:00,2024-03-25 23:00:00,384
e3e13460-0c7c-538f-ad89-dc061244bb78,2024-03-21 22:45:00,2024-03-29 23:00:00,768
58d16286-cc86-5563-8ed1-95434c2a30c1,2024-03-20 22:45:00,2024-03-21 23:00:00,96
170d55cc-4bcd-5e2f-b807-be4f33a0f4b1,2024-03-19 22:45:00,2024-03-24 23:00:00,480
e3e13460-0c7c-538f-ad89-dc061244bb78,2024-03-19 22:45:00,2024-03-20 23:00:00,96
1e7a4b7f-67ca-5cfc-a43d-c28058e94664,2024-03-18 22:45:00,2024-03-20 23:00:00,192
1e7a4b7f-67ca-5cfc-a43d-c28058e94664,2024-03-14 22:45:00,2024-03-17 23:00:00,288
58d16286-cc86-5563-8ed1-95434c2a30c1,2024-03-14 22:45:00,2024-03-19 23:00:00,480
e3e13460-0c7c-538f-ad89-dc061244bb78,2024-03-13 22:45:00,2024-03-18 23:00:00,480
11f09ca7-6316-51c7-af09-29c8c6063102,2024-03-11 08:45:00,2024-03-31 22:00:00,1972
58d16286-cc86-5563-8ed1-95434c2a30c1,2024-03-09 22:45:00,2024-03-13 23:00:00,384
170d55cc-4bcd-5e2f-b807-be4f33a0f4b1,2024-03-06 22:45:00,2024-03-17 23:00:00,1056
58d16286-cc86-5563-8ed1-95434c2a30c1,2024-03-05 22:45:00,2024-03-08 23:00:00,288
170d55cc-4bcd-5e2f-b807-be4f33a0f4b1,2024-03-03 22:45:00,2024-03-04 23:00:00,96
58d16286-cc86-5563-8ed1-95434c2a30c1,2024-03-03 22:45:00,2024-03-04 23:00:00,96
e3e13460-0c7c-538f-ad89-dc061244bb78,2024-03-02 22:45:00,2024-03-12 23:00:00,960
58d16286-cc86-5563-8ed1-95434c2a30c1,2024-02-29 22:45:00,2024-03-01 23:00:00,96
170d55cc-4bcd-5e2f-b807-be4f33a0f4b1,2024-02-27 22:45:00,2024-03-02 23:00:00,384
e3e13460-0c7c-538f-ad89-dc061244bb78,2024-02-27 22:45:00,2024-03-01 23:00:00,288
1e7a4b7f-67ca-5cfc-a43d-c28058e94664,2024-02-27 22:45:00,2024-03-13 23:00:00,1440
1e7a4b7f-67ca-5cfc-a43d-c28058e94664,2024-02-25 22:45:00,2024-02-26 23:00:00,96
58d16286-cc86-5563-8ed1-95434c2a30c1,2024-02-24 22:45:00,2024-02-28 23:00:00,384
170d55cc-4bcd-5e2f-b807-be4f33a0f4b1,2024-02-23 22:45:00,2024-02-25 23:00:00,192
11f09ca7-6316-51c7-af09-29c8c6063102,2024-02-21 18:45:00,2024-02-29 23:00:00,784
42cbb7c0-5718-59ec-95b4-896c7aec2ee9,2024-02-21 18:45:00,2024-04-01 05:00:00,3784
58d16286-cc86-5563-8ed1-95434c2a30c1,2024-02-19 22:45:00,2024-02-23 23:00:00,384
170d55cc-4bcd-5e2f-b807-be4f33a0f4b1,2024-02-15 22:45:00,2024-02-20 23:00:00,480
e3e13460-0c7c-538f-ad89-dc061244bb78,2024-02-15 22:45:00,2024-02-26 23:00:00,1056
58d16286-cc86-5563-8ed1-95434c2a30c1,2024-02-15 22:45:00,2024-02-17 23:00:00,192
1e7a4b7f-67ca-5cfc-a43d-c28058e94664,2024-02-13 22:45:00,2024-02-24 23:00:00,1056
e3e13460-0c7c-538f-ad89-dc061244bb78,2024-02-13 22:45:00,2024-02-14 23:00:00,96
170d55cc-4bcd-5e2f-b807-be4f33a0f4b1,2024-02-12 22:45:00,2024-02-13 23:00:00,96
58d16286-cc86-5563-8ed1-95434c2a30c1,2024-02-11 22:45:00,2024-02-14 23:00:00,288
1e7a4b7f-67ca-5cfc-a43d-c28058e94664,2024-02-11 22:45:00,2024-02-12 23:00:00,96
58d16286-cc86-5563-8ed1-95434c2a30c1,2024-02-04 22:45:00,2024-02-10 23:00:00,576
170d55cc-4bcd-5e2f-b807-be4f33a0f4b1,2024-02-04 22:45:00,2024-02-09 23:00:00,480
1e7a4b7f-67ca-5cfc-a43d-c28058e94664,2024-02-03 22:45:00,2024-02-09 23:00:00,576
b0367685-29bb-550c-b16c-bd4b07cf5d36,2024-02-02 22:45:00,2024-03-31 22:00:00,5564
6bf32149-16ce-55b8-add6-6ff93fea4bc1,2024-02-02 22:45:00,2024-07-01 00:00:00,14308
58d16286-cc86-5563-8ed1-95434c2a30c1,2024-02-02 22:45:00,2024-02-03 23:00:00,96
170d55cc-4bcd-5e2f-b807-be4f33a0f4b1,2024-02-02 22:45:00,2024-02-03 23:00:00,96
f38bd325-485b-584a-9a92-e4fe60c8e42c,2024-02-02 22:45:00,2024-07-01 00:00:00,14308
f10d6ddc-9435-54ea-b1ce-4ca63eb7865e,2024-02-02 22:45:00,2024-07-01 00:00:00,14308
11f09ca7-6316-51c7-af09-29c8c6063102,2024-02-02 22:45:00,2024-02-11 09:00:00,808
a6e45c5f-1353-50f0-a5aa-9db389bff1b1,2024-02-02 22:45:00,2024-07-01 00:00:00,14308
c9c5ca2f-bf9b-5a2e-b669-6bd3866d0ddd,2024-02-02 22:45:00,2024-07-01 00:00:00,14308
6e452af4-1547-532b-b86a-095ac97ed732,2024-02-02 22:45:00,2024-07-31 22:00:00,17276
e3e13460-0c7c-538f-ad89-dc061244bb78,2024-02-02 22:45:00,2024-02-11 23:00:00,864
cda9ad0c-1ddb-5727-9ab0-57f674ce5f6f,2024-02-02 22:45:00,2024-07-01 00:00:00,14308
05862848-cbfd-584b-974a-5ea25bc2e667,2024-02-02 22:45:00,2024-07-01 00:00:00,14308
cc150895-3e3a-5144-8992-5963e6e64250,2024-02-02 22:45:00,2024-07-01 00:00:00,14308
24b62e3e-2748-560d-8dbc-e4c50d9fd886,2024-02-02 22:45:00,2024-07-01 00:00:00,14308
91d119a5-b737-5d39-96a3-045cf3824620,2024-02-02 22:45:00,2024-07-31 22:00:00,17276
eb2464dc-5197-5198-b22c-1d9a4cc88907,2024-02-02 22:45:00,2024-07-01 00:00:00,14308
6829ee6b-19e8-5190-8bd9-906b921f50b9,2024-02-02 22:45:00,2024-07-01 00:00:00,14308
1574009d-847f-53df-9dbb-87a2f6ea272d,2024-02-02 22:45:00,2024-07-01 00:00:00,14308
92a81579-cc31-5ba5-aa8a-3e52a77c6ae2,2024-02-02 22:45:00,2024-07-31 22:00:00,17276
0e41785b-860b-5b56-ac88-a2afc5c22f37,2024-02-02 22:45:00,2024-07-01 00:00:00,14308
34ba005c-4e3e-5b0d-b5b4-da6947936d50,2024-02-02 22:45:00,2024-07-01 00:00:00,14308
42cbb7c0-5718-59ec-95b4-896c7aec2ee9,2024-02-02 22:45:00,2024-02-11 09:00:00,808
be76435b-271c-577f-b917-4e82fe82cd35,2024-02-02 22:45:00,2024-07-01 00:00:00,14308
a2544e5d-c911-5b5c-a072-a1ff7ef6f7e2,2024-02-02 22:45:00,2024-07-01 00:00:00,14308
2c466752-7abc-570b-9bad-5f66353b93db,2024-02-02 22:45:00,2024-07-01 00:00:00,14308
8c660a67-f6c2-5d8c-b0a5-639cd41d6a08,2024-02-02 22:45:00,2024-07-01 00:00:00,14308
06741c57-d5d8-5981-a0da-099541464c6a,2024-02-02 22:15:00,2024-07-01 00:00:00,14310
1e7a4b7f-67ca-5cfc-a43d-c28058e94664,2024-02-02 20:45:00,2024-02-02 23:00:00,8
1e7a4b7f-67ca-5cfc-a43d-c28058e94664,2024-02-02 18:45:00,2024-02-02 19:15:00,1
1e7a4b7f-67ca-5cfc-a43d-c28058e94664,2024-02-02 18:15:00,2024-02-02 18:45:00,1
1e7a4b7f-67ca-5cfc-a43d-c28058e94664,2024-02-02 17:30:00,2024-02-02 18:00:00,1
1e7a4b7f-67ca-5cfc-a43d-c28058e94664,2024-02-02 17:00:00,2024-02-02 17:30:00,1
6829ee6b-19e8-5190-8bd9-906b921f50b9,2024-02-02 02:15:00,2024-02-02 02:45:00,1
06741c57-d5d8-5981-a0da-099541464c6a,2024-02-02 01:00:00,2024-02-02 04:30:00,13
6829ee6b-19e8-5190-8bd9-906b921f50b9,2024-02-02 00:45:00,2024-02-02 02:00:00,4
06741c57-d5d8-5981-a0da-099541464c6a,2024-02-01 23:45:00,2024-02-02 01:00:00,4
06741c57-d5d8-5981-a0da-099541464c6a,2024-02-01 22:45:00,2024-02-01 23:45:00,3
6829ee6b-19e8-5190-8bd9-906b921f50b9,2024-02-01 20:45:00,2024-02-01 23:15:00,9
6829ee6b-19e8-5190-8bd9-906b921f50b9,2024-02-01 05:30:00,2024-02-01 06:00:00,1
6829ee6b-19e8-5190-8bd9-906b921f50b9,2024-02-01 05:00:00,2024-02-01 05:30:00,1
1e7a4b7f-67ca-5cfc-a43d-c28058e94664,2024-02-01 04:15:00,2024-02-01 05:30:00,4
6829ee6b-19e8-5190-8bd9-906b921f50b9,2024-02-01 04:00:00,2024-02-01 04:30:00,1
06741c57-d5d8-5981-a0da-099541464c6a,2024-01-31 23:15:00,2024-02-01 04:30:00,20
1e7a4b7f-67ca-5cfc-a43d-c28058e94664,2024-01-31 22:45:00,2024-02-01 04:15:00,21
06741c57-d5d8-5981-a0da-099541464c6a,2024-01-31 22:30:00,2024-01-31 23:15:00,2
6829ee6b-19e8-5190-8bd9-906b921f50b9,2024-01-31 20:45:00,2024-01-31 23:00:00,8
6829ee6b-19e8-5190-8bd9-906b921f50b9,2024-01-31 04:30:00,2024-01-31 05:45:00,4
06741c57-d5d8-5981-a0da-099541464c6a,2024-01-31 01:30:00,2024-01-31 04:15:00,10
6829ee6b-19e8-5190-8bd9-906b921f50b9,2024-01-30 23:45:00,2024-01-31 00:15:00,1
06741c57-d5d8-5981-a0da-099541464c6a,2024-01-30 23:15:00,2024-01-31 00:45:00,5
58d16286-cc86-5563-8ed1-95434c2a30c1,2024-01-30 22:45:00,2024-01-31 23:00:00,96
06741c57-d5d8-5981-a0da-099541464c6a,2024-01-30 22:30:00,2024-01-30 23:15:00,2
